fo_code;fo_code_ext;fo_cb_code;fo_nincab;fo_numtub;fo_nintub;fo_type;fo_etat;fo_color;fo_reper;fo_proptyp;fo_comment;fo_creadat;fo_majdate;fo_majsrc;fo_abddate;fo_abdsrc
FO716000001520;"71153/USZ/TR 60 1521;2;2";CB716000000053;8;2;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000001521;"71153/USZ/TR 60 1521;2;3";CB716000000053;9;2;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000001522;"71153/USZ/TR 60 1521;2;4";CB716000000053;10;2;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000001523;"71153/USZ/TR 60 1521;2;5";CB716000000053;11;2;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000001524;"71153/USZ/TR 60 1521;2;6";CB716000000053;12;2;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000001525;"71153/USZ/TR 60 1522;1;1";CB716000000054;1;1;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000001526;"71153/USZ/TR 60 1522;1;2";CB716000000054;2;1;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000001527;"71153/USZ/TR 60 1522;1;3";CB716000000054;3;1;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000001528;"71153/USZ/TR 60 1522;1;4";CB716000000054;4;1;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000001529;"71153/USZ/TR 60 1522;1;5";CB716000000054;5;1;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000001530;"71153/USZ/TR 60 1522;1;6";CB716000000054;6;1;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000001531;"71153/USZ/TR 60 1522;2;1";CB716000000054;7;2;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000001532;"71153/USZ/TR 60 1522;2;2";CB716000000054;8;2;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000001533;"71153/USZ/TR 60 1522;2;3";CB716000000054;9;2;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000001534;"71153/USZ/TR 60 1522;2;4";CB716000000054;10;2;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000001535;"71153/USZ/TR 60 1522;2;5";CB716000000054;11;2;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000001536;"71153/USZ/TR 60 1522;2;6";CB716000000054;12;2;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000001537;"71153/USZ/TR 60 1523;1;1";CB716000000055;1;1;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000001538;"71153/USZ/TR 60 1523;1;2";CB716000000055;2;1;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000001539;"71153/USZ/TR 60 1523;1;3";CB716000000055;3;1;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000001540;"71153/USZ/TR 60 1523;1;4";CB716000000055;4;1;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000001541;"71153/USZ/TR 60 1523;1;5";CB716000000055;5;1;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000001542;"71153/USZ/TR 60 1523;1;6";CB716000000055;6;1;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000001543;"71153/USZ/TR 60 1523;2;1";CB716000000055;7;2;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000001544;"71153/USZ/TR 60 1523;2;2";CB716000000055;8;2;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000001545;"71153/USZ/TR 60 1523;2;3";CB716000000055;9;2;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000001546;"71153/USZ/TR 60 1523;2;4";CB716000000055;10;2;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000001547;"71153/USZ/TR 60 1523;2;5";CB716000000055;11;2;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000001548;"71153/USZ/TR 60 1523;2;6";CB716000000055;12;2;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000001549;"71153/USZ/TR 60 1524;1;1";CB716000000056;1;1;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000001550;"71153/USZ/TR 60 1524;1;2";CB716000000056;2;1;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000001551;"71153/USZ/TR 60 1524;1;3";CB716000000056;3;1;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000001552;"71153/USZ/TR 60 1524;1;4";CB716000000056;4;1;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000001553;"71153/USZ/TR 60 1524;1;5";CB716000000056;5;1;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000001554;"71153/USZ/TR 60 1524;1;6";CB716000000056;6;1;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000001555;"71153/USZ/TR 60 1524;2;1";CB716000000056;7;2;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000001556;"71153/USZ/TR 60 1524;2;2";CB716000000056;8;2;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000001557;"71153/USZ/TR 60 1524;2;3";CB716000000056;9;2;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000001558;"71153/USZ/TR 60 1524;2;4";CB716000000056;10;2;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000001559;"71153/USZ/TR 60 1524;2;5";CB716000000056;11;2;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000001560;"71153/USZ/TR 60 1524;2;6";CB716000000056;12;2;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000001561;"71153/USZ/TR 60 1525;1;1";CB716000000057;1;1;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000001562;"71153/USZ/TR 60 1525;1;2";CB716000000057;2;1;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000001563;"71153/USZ/TR 60 1525;1;3";CB716000000057;3;1;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000001564;"71153/USZ/TR 60 1525;1;4";CB716000000057;4;1;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000001565;"71153/USZ/TR 60 1525;1;5";CB716000000057;5;1;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000001566;"71153/USZ/TR 60 1525;1;6";CB716000000057;6;1;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000001567;"71153/USZ/TR 60 1525;2;1";CB716000000057;7;2;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000001568;"71153/USZ/TR 60 1525;2;2";CB716000000057;8;2;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000001569;"71153/USZ/TR 60 1525;2;3";CB716000000057;9;2;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000001570;"71153/USZ/TR 60 1525;2;4";CB716000000057;10;2;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000001571;"71153/USZ/TR 60 1525;2;5";CB716000000057;11;2;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000001572;"71153/USZ/TR 60 1525;2;6";CB716000000057;12;2;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000001573;"71153/USZ/TR 60 1525;3;1";CB716000000057;13;3;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000001574;"71153/USZ/TR 60 1525;3;2";CB716000000057;14;3;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000001575;"71153/USZ/TR 60 1525;3;3";CB716000000057;15;3;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000001576;"71153/USZ/TR 60 1525;3;4";CB716000000057;16;3;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000001577;"71153/USZ/TR 60 1525;3;5";CB716000000057;17;3;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000001578;"71153/USZ/TR 60 1525;3;6";CB716000000057;18;3;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000001579;"71153/USZ/TR 60 1525;4;1";CB716000000057;19;4;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000001580;"71153/USZ/TR 60 1525;4;2";CB716000000057;20;4;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000001581;"71153/USZ/TR 60 1525;4;3";CB716000000057;21;4;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000001582;"71153/USZ/TR 60 1525;4;4";CB716000000057;22;4;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000001583;"71153/USZ/TR 60 1525;4;5";CB716000000057;23;4;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000001584;"71153/USZ/TR 60 1525;4;6";CB716000000057;24;4;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000001585;"71153/USZ/TR 60 1526;1;1";CB716000000058;1;1;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000001586;"71153/USZ/TR 60 1526;1;2";CB716000000058;2;1;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000001587;"71153/USZ/TR 60 1526;1;3";CB716000000058;3;1;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000001588;"71153/USZ/TR 60 1526;1;4";CB716000000058;4;1;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000001589;"71153/USZ/TR 60 1526;1;5";CB716000000058;5;1;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000001590;"71153/USZ/TR 60 1526;1;6";CB716000000058;6;1;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000001591;"71153/USZ/TR 60 1526;2;1";CB716000000058;7;2;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000001592;"71153/USZ/TR 60 1526;2;2";CB716000000058;8;2;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000001593;"71153/USZ/TR 60 1526;2;3";CB716000000058;9;2;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000001594;"71153/USZ/TR 60 1526;2;4";CB716000000058;10;2;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000001595;"71153/USZ/TR 60 1526;2;5";CB716000000058;11;2;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000001596;"71153/USZ/TR 60 1526;2;6";CB716000000058;12;2;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000001597;"71153/USZ/TR 60 1526;3;1";CB716000000058;13;3;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000001598;"71153/USZ/TR 60 1526;3;2";CB716000000058;14;3;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000001599;"71153/USZ/TR 60 1526;3;3";CB716000000058;15;3;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000001600;"71153/USZ/TR 60 1526;3;4";CB716000000058;16;3;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000001601;"71153/USZ/TR 60 1526;3;5";CB716000000058;17;3;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000001602;"71153/USZ/TR 60 1526;3;6";CB716000000058;18;3;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000001603;"71153/USZ/TR 60 1526;4;1";CB716000000058;19;4;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000001604;"71153/USZ/TR 60 1526;4;2";CB716000000058;20;4;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000001605;"71153/USZ/TR 60 1526;4;3";CB716000000058;21;4;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000001606;"71153/USZ/TR 60 1526;4;4";CB716000000058;22;4;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000001607;"71153/USZ/TR 60 1526;4;5";CB716000000058;23;4;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000001608;"71153/USZ/TR 60 1526;4;6";CB716000000058;24;4;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000001609;"71153/USZ/TR 60 1527;1;1";CB716000000059;1;1;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000001610;"71153/USZ/TR 60 1527;1;2";CB716000000059;2;1;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000001611;"71153/USZ/TR 60 1527;1;3";CB716000000059;3;1;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000001612;"71153/USZ/TR 60 1527;1;4";CB716000000059;4;1;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000001613;"71153/USZ/TR 60 1527;1;5";CB716000000059;5;1;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000001614;"71153/USZ/TR 60 1527;1;6";CB716000000059;6;1;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000001615;"71153/USZ/TR 60 1527;2;1";CB716000000059;7;2;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000001616;"71153/USZ/TR 60 1527;2;2";CB716000000059;8;2;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000001617;"71153/USZ/TR 60 1527;2;3";CB716000000059;9;2;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000001618;"71153/USZ/TR 60 1527;2;4";CB716000000059;10;2;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000001619;"71153/USZ/TR 60 1527;2;5";CB716000000059;11;2;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000001620;"71153/USZ/TR 60 1527;2;6";CB716000000059;12;2;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000001621;"71153/USZ/TR 60 1527;3;1";CB716000000059;13;3;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000001622;"71153/USZ/TR 60 1527;3;2";CB716000000059;14;3;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000001623;"71153/USZ/TR 60 1527;3;3";CB716000000059;15;3;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000001624;"71153/USZ/TR 60 1527;3;4";CB716000000059;16;3;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000001625;"71153/USZ/TR 60 1527;3;5";CB716000000059;17;3;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000001626;"71153/USZ/TR 60 1527;3;6";CB716000000059;18;3;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000001627;"71153/USZ/TR 60 1527;4;1";CB716000000059;19;4;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000001628;"71153/USZ/TR 60 1527;4;2";CB716000000059;20;4;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000001629;"71153/USZ/TR 60 1527;4;3";CB716000000059;21;4;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000001630;"71153/USZ/TR 60 1527;4;4";CB716000000059;22;4;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000001631;"71153/USZ/TR 60 1527;4;5";CB716000000059;23;4;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000001632;"71153/USZ/TR 60 1527;4;6";CB716000000059;24;4;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000001633;"71153/USZ/TR 60 1528;1;1";CB716000000060;1;1;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000001634;"71153/USZ/TR 60 1528;1;2";CB716000000060;2;1;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000001635;"71153/USZ/TR 60 1528;1;3";CB716000000060;3;1;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000001636;"71153/USZ/TR 60 1528;1;4";CB716000000060;4;1;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000001637;"71153/USZ/TR 60 1528;1;5";CB716000000060;5;1;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000001638;"71153/USZ/TR 60 1528;1;6";CB716000000060;6;1;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000001639;"71153/USZ/TR 60 1528;2;1";CB716000000060;7;2;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000001640;"71153/USZ/TR 60 1528;2;2";CB716000000060;8;2;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000001641;"71153/USZ/TR 60 1528;2;3";CB716000000060;9;2;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000001642;"71153/USZ/TR 60 1528;2;4";CB716000000060;10;2;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000001643;"71153/USZ/TR 60 1528;2;5";CB716000000060;11;2;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000001644;"71153/USZ/TR 60 1528;2;6";CB716000000060;12;2;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000001645;"71153/USZ/TR 60 1528;3;1";CB716000000060;13;3;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000001646;"71153/USZ/TR 60 1528;3;2";CB716000000060;14;3;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000001647;"71153/USZ/TR 60 1528;3;3";CB716000000060;15;3;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000001648;"71153/USZ/TR 60 1528;3;4";CB716000000060;16;3;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000001649;"71153/USZ/TR 60 1528;3;5";CB716000000060;17;3;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000001650;"71153/USZ/TR 60 1528;3;6";CB716000000060;18;3;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000001651;"71153/USZ/TR 60 1528;4;1";CB716000000060;19;4;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000001652;"71153/USZ/TR 60 1528;4;2";CB716000000060;20;4;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000001653;"71153/USZ/TR 60 1528;4;3";CB716000000060;21;4;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000001654;"71153/USZ/TR 60 1528;4;4";CB716000000060;22;4;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000001655;"71153/USZ/TR 60 1528;4;5";CB716000000060;23;4;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000001656;"71153/USZ/TR 60 1528;4;6";CB716000000060;24;4;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000001657;"71153/USZ/TR 60 1529;1;1";CB716000000061;1;1;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000001658;"71153/USZ/TR 60 1529;1;2";CB716000000061;2;1;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000001659;"71153/USZ/TR 60 1529;1;3";CB716000000061;3;1;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000001660;"71153/USZ/TR 60 1529;1;4";CB716000000061;4;1;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000001661;"71153/USZ/TR 60 1529;1;5";CB716000000061;5;1;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000001662;"71153/USZ/TR 60 1529;1;6";CB716000000061;6;1;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000001663;"71153/USZ/TR 60 1529;2;1";CB716000000061;7;2;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000001664;"71153/USZ/TR 60 1529;2;2";CB716000000061;8;2;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000001665;"71153/USZ/TR 60 1529;2;3";CB716000000061;9;2;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000001666;"71153/USZ/TR 60 1529;2;4";CB716000000061;10;2;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000001667;"71153/USZ/TR 60 1529;2;5";CB716000000061;11;2;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000001668;"71153/USZ/TR 60 1529;2;6";CB716000000061;12;2;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000001669;"71153/USZ/TR 60 1529;3;1";CB716000000061;13;3;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000001670;"71153/USZ/TR 60 1529;3;2";CB716000000061;14;3;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000001671;"71153/USZ/TR 60 1529;3;3";CB716000000061;15;3;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000001672;"71153/USZ/TR 60 1529;3;4";CB716000000061;16;3;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000001673;"71153/USZ/TR 60 1529;3;5";CB716000000061;17;3;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000001674;"71153/USZ/TR 60 1529;3;6";CB716000000061;18;3;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000001675;"71153/USZ/TR 60 1529;4;1";CB716000000061;19;4;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000001676;"71153/USZ/TR 60 1529;4;2";CB716000000061;20;4;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000001677;"71153/USZ/TR 60 1529;4;3";CB716000000061;21;4;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000001678;"71153/USZ/TR 60 1529;4;4";CB716000000061;22;4;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000001679;"71153/USZ/TR 60 1529;4;5";CB716000000061;23;4;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000001680;"71153/USZ/TR 60 1529;4;6";CB716000000061;24;4;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000001681;"71153/USZ/TR 60 1530;1;1";CB716000000062;1;1;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000001682;"71153/USZ/TR 60 1530;1;2";CB716000000062;2;1;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000001683;"71153/USZ/TR 60 1530;1;3";CB716000000062;3;1;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000001684;"71153/USZ/TR 60 1530;1;4";CB716000000062;4;1;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000001685;"71153/USZ/TR 60 1530;1;5";CB716000000062;5;1;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000001686;"71153/USZ/TR 60 1530;1;6";CB716000000062;6;1;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000001687;"71153/USZ/TR 60 1530;2;1";CB716000000062;7;2;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000001688;"71153/USZ/TR 60 1530;2;2";CB716000000062;8;2;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000001689;"71153/USZ/TR 60 1530;2;3";CB716000000062;9;2;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000001690;"71153/USZ/TR 60 1530;2;4";CB716000000062;10;2;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000001691;"71153/USZ/TR 60 1530;2;5";CB716000000062;11;2;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000001692;"71153/USZ/TR 60 1530;2;6";CB716000000062;12;2;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000001693;"71153/USZ/TR 60 1530;3;1";CB716000000062;13;3;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000001694;"71153/USZ/TR 60 1530;3;2";CB716000000062;14;3;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000001695;"71153/USZ/TR 60 1530;3;3";CB716000000062;15;3;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000001696;"71153/USZ/TR 60 1530;3;4";CB716000000062;16;3;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000001697;"71153/USZ/TR 60 1530;3;5";CB716000000062;17;3;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000001698;"71153/USZ/TR 60 1530;3;6";CB716000000062;18;3;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000001699;"71153/USZ/TR 60 1530;4;1";CB716000000062;19;4;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000001700;"71153/USZ/TR 60 1530;4;2";CB716000000062;20;4;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000001701;"71153/USZ/TR 60 1530;4;3";CB716000000062;21;4;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000001702;"71153/USZ/TR 60 1530;4;4";CB716000000062;22;4;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000001703;"71153/USZ/TR 60 1530;4;5";CB716000000062;23;4;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000001704;"71153/USZ/TR 60 1530;4;6";CB716000000062;24;4;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000001705;"71153/USZ/TR 60 1531;1;1";CB716000000063;1;1;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000001706;"71153/USZ/TR 60 1531;1;2";CB716000000063;2;1;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000001707;"71153/USZ/TR 60 1531;1;3";CB716000000063;3;1;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000001708;"71153/USZ/TR 60 1531;1;4";CB716000000063;4;1;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000001709;"71153/USZ/TR 60 1531;1;5";CB716000000063;5;1;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
