rt_id;rt_code;rt_code_ext;rt_fo_code;rt_fo_ordr;rt_comment;rt_creadat;rt_majdate;rt_majsrc;rt_abddate;rt_abdsrc
716000000695;RT716000000510;;FO716000000716;2;;2022-08-29 00:00:00;;;;
716000000696;RT716000000510;;FO716000001088;3;;2022-08-29 00:00:00;;;;
716000000697;RT716000000510;;FO716000001040;4;;2022-08-29 00:00:00;;;;
716000000698;RT716000000510;;FO716000001064;5;;2022-08-29 00:00:00;;;;
716000000699;RT716000000511;;FO716000001113;1;;2022-08-29 00:00:00;;;;
716000000700;RT716000000511;;FO716000001065;2;;2022-08-29 00:00:00;;;;
716000000701;RT716000000511;;FO716000001089;3;;2022-08-29 00:00:00;;;;
716000000702;RT716000000511;;FO716000001041;4;;2022-08-29 00:00:00;;;;
716000000703;RT716000000511;;FO716000000717;5;;2022-08-29 00:00:00;;;;
716000000704;RT716000000512;;FO716000000718;1;;2022-08-29 00:00:00;;;;
716000000705;RT716000000512;;FO716000001090;2;;2022-08-29 00:00:00;;;;
716000000706;RT716000000512;;FO716000001042;3;;2022-08-29 00:00:00;;;;
716000000707;RT716000000512;;FO716000001114;4;;2022-08-29 00:00:00;;;;
716000000708;RT716000000512;;FO716000001066;5;;2022-08-29 00:00:00;;;;
716000000709;RT716000000513;;FO716000001067;1;;2022-08-29 00:00:00;;;;
716000000710;RT716000000513;;FO716000000719;2;;2022-08-29 00:00:00;;;;
716000000711;RT716000000513;;FO716000001091;3;;2022-08-29 00:00:00;;;;
716000000712;RT716000000513;;FO716000001043;4;;2022-08-29 00:00:00;;;;
716000000713;RT716000000513;;FO716000001115;5;;2022-08-29 00:00:00;;;;
716000000714;RT716000000514;;FO716000001068;1;;2022-08-29 00:00:00;;;;
716000000715;RT716000000514;;FO716000001116;2;;2022-08-29 00:00:00;;;;
716000000716;RT716000000514;;FO716000000720;3;;2022-08-29 00:00:00;;;;
716000000717;RT716000000514;;FO716000001044;4;;2022-08-29 00:00:00;;;;
716000000718;RT716000000514;;FO716000001092;5;;2022-08-29 00:00:00;;;;
716000000719;RT716000000515;;FO716000000721;1;;2022-08-29 00:00:00;;;;
716000000720;RT716000000515;;FO716000001117;2;;2022-08-29 00:00:00;;;;
716000000721;RT716000000516;;FO716000001118;1;;2022-08-29 00:00:00;;;;
716000000722;RT716000000516;;FO716000000722;2;;2022-08-29 00:00:00;;;;
716000000723;RT716000000517;;FO716000000723;1;;2022-08-29 00:00:00;;;;
716000000724;RT716000000517;;FO716000001119;2;;2022-08-29 00:00:00;;;;
716000000725;RT716000000518;;FO716000000724;1;;2022-08-29 00:00:00;;;;
716000000726;RT716000000518;;FO716000001120;2;;2022-08-29 00:00:00;;;;
716000000727;RT716000000519;;FO716000000725;1;;2022-08-29 00:00:00;;;;
716000000728;RT716000000519;;FO716000001121;2;;2022-08-29 00:00:00;;;;
716000000729;RT716000000520;;FO716000001122;1;;2022-08-29 00:00:00;;;;
716000000730;RT716000000520;;FO716000000726;2;;2022-08-29 00:00:00;;;;
716000000731;RT716000000521;;FO716000001135;1;;2022-08-29 00:00:00;;;;
716000000732;RT716000000521;;FO716000000727;2;;2022-08-29 00:00:00;;;;
716000000733;RT716000000521;;FO716000001123;3;;2022-08-29 00:00:00;;;;
716000000734;RT716000000522;;FO716000000728;1;;2022-08-29 00:00:00;;;;
716000000735;RT716000000522;;FO716000001124;2;;2022-08-29 00:00:00;;;;
716000000736;RT716000000522;;FO716000001136;3;;2022-08-29 00:00:00;;;;
716000000737;RT716000000523;;FO716000001125;1;;2022-08-29 00:00:00;;;;
716000000738;RT716000000523;;FO716000001137;2;;2022-08-29 00:00:00;;;;
716000000739;RT716000000523;;FO716000000729;3;;2022-08-29 00:00:00;;;;
716000000740;RT716000000524;;FO716000001126;1;;2022-08-29 00:00:00;;;;
716000000741;RT716000000524;;FO716000001138;2;;2022-08-29 00:00:00;;;;
716000000742;RT716000000524;;FO716000000730;3;;2022-08-29 00:00:00;;;;
716000000743;RT716000000525;;FO716000001127;1;;2022-08-29 00:00:00;;;;
716000000744;RT716000000525;;FO716000001139;2;;2022-08-29 00:00:00;;;;
716000000745;RT716000000525;;FO716000000731;3;;2022-08-29 00:00:00;;;;
716000000746;RT716000000526;;FO716000001140;1;;2022-08-29 00:00:00;;;;
716000000747;RT716000000526;;FO716000000732;2;;2022-08-29 00:00:00;;;;
716000000748;RT716000000526;;FO716000001128;3;;2022-08-29 00:00:00;;;;
716000000749;RT716000000527;;FO716000001141;1;;2022-08-29 00:00:00;;;;
716000000750;RT716000000527;;FO716000000733;2;;2022-08-29 00:00:00;;;;
716000000751;RT716000000528;;FO716000000734;1;;2022-08-29 00:00:00;;;;
716000000752;RT716000000528;;FO716000001142;2;;2022-08-29 00:00:00;;;;
716000000753;RT716000000529;;FO716000001143;1;;2022-08-29 00:00:00;;;;
716000000754;RT716000000529;;FO716000000735;2;;2022-08-29 00:00:00;;;;
716000000755;RT716000000530;;FO716000001144;1;;2022-08-29 00:00:00;;;;
716000000756;RT716000000530;;FO716000000736;2;;2022-08-29 00:00:00;;;;
716000000757;RT716000000531;;FO716000000737;1;;2022-08-29 00:00:00;;;;
716000000758;RT716000000531;;FO716000001145;2;;2022-08-29 00:00:00;;;;
716000000759;RT716000000532;;FO716000000738;1;;2022-08-29 00:00:00;;;;
716000000760;RT716000000532;;FO716000001146;2;;2022-08-29 00:00:00;;;;
716000000761;RT716000000533;;FO716000000739;1;;2022-08-29 00:00:00;;;;
716000000762;RT716000000533;;FO716000001159;2;;2022-08-29 00:00:00;;;;
716000000763;RT716000000533;;FO716000001147;3;;2022-08-29 00:00:00;;;;
716000000764;RT716000000534;;FO716000001160;1;;2022-08-29 00:00:00;;;;
716000000765;RT716000000534;;FO716000000740;2;;2022-08-29 00:00:00;;;;
716000000766;RT716000000534;;FO716000001148;3;;2022-08-29 00:00:00;;;;
716000000767;RT716000000535;;FO716000001161;1;;2022-08-29 00:00:00;;;;
716000000768;RT716000000535;;FO716000000741;2;;2022-08-29 00:00:00;;;;
716000000769;RT716000000535;;FO716000001149;3;;2022-08-29 00:00:00;;;;
716000000770;RT716000000536;;FO716000001150;1;;2022-08-29 00:00:00;;;;
716000000771;RT716000000536;;FO716000001162;2;;2022-08-29 00:00:00;;;;
716000000772;RT716000000536;;FO716000000742;3;;2022-08-29 00:00:00;;;;
716000000773;RT716000000537;;FO716000001151;1;;2022-08-29 00:00:00;;;;
716000000774;RT716000000537;;FO716000000743;2;;2022-08-29 00:00:00;;;;
716000000775;RT716000000537;;FO716000001163;3;;2022-08-29 00:00:00;;;;
716000000776;RT716000000538;;FO716000001164;1;;2022-08-29 00:00:00;;;;
716000000777;RT716000000538;;FO716000000744;2;;2022-08-29 00:00:00;;;;
716000000778;RT716000000538;;FO716000001152;3;;2022-08-29 00:00:00;;;;
716000000779;RT716000000539;;FO716000001165;1;;2022-08-29 00:00:00;;;;
716000000780;RT716000000539;;FO716000000745;2;;2022-08-29 00:00:00;;;;
716000000781;RT716000000540;;FO716000001166;1;;2022-08-29 00:00:00;;;;
716000000782;RT716000000540;;FO716000000746;2;;2022-08-29 00:00:00;;;;
716000000783;RT716000000541;;FO716000000747;1;;2022-08-29 00:00:00;;;;
716000000784;RT716000000541;;FO716000001167;2;;2022-08-29 00:00:00;;;;
716000000785;RT716000000542;;FO716000000748;1;;2022-08-29 00:00:00;;;;
716000000786;RT716000000542;;FO716000001168;2;;2022-08-29 00:00:00;;;;
716000000787;RT716000000543;;FO716000001169;1;;2022-08-29 00:00:00;;;;
716000000788;RT716000000543;;FO716000000749;2;;2022-08-29 00:00:00;;;;
716000000789;RT716000000544;;FO716000000750;1;;2022-08-29 00:00:00;;;;
716000000790;RT716000000544;;FO716000001170;2;;2022-08-29 00:00:00;;;;
716000000791;RT716000000545;;FO716000001183;1;;2022-08-29 00:00:00;;;;
716000000792;RT716000000545;;FO716000001171;2;;2022-08-29 00:00:00;;;;
716000000793;RT716000000545;;FO716000000751;3;;2022-08-29 00:00:00;;;;
716000000794;RT716000000546;;FO716000001184;1;;2022-08-29 00:00:00;;;;
716000000795;RT716000000546;;FO716000000752;2;;2022-08-29 00:00:00;;;;
716000000796;RT716000000546;;FO716000001172;3;;2022-08-29 00:00:00;;;;
716000000797;RT716000000547;;FO716000001173;1;;2022-08-29 00:00:00;;;;
716000000798;RT716000000547;;FO716000001185;2;;2022-08-29 00:00:00;;;;
716000000799;RT716000000547;;FO716000000753;3;;2022-08-29 00:00:00;;;;
716000000800;RT716000000548;;FO716000001186;1;;2022-08-29 00:00:00;;;;
716000000801;RT716000000548;;FO716000001174;2;;2022-08-29 00:00:00;;;;
716000000802;RT716000000548;;FO716000000754;3;;2022-08-29 00:00:00;;;;
716000000803;RT716000000549;;FO716000001187;1;;2022-08-29 00:00:00;;;;
716000000804;RT716000000549;;FO716000000755;2;;2022-08-29 00:00:00;;;;
716000000805;RT716000000549;;FO716000001175;3;;2022-08-29 00:00:00;;;;
716000000806;RT716000000550;;FO716000001176;1;;2022-08-29 00:00:00;;;;
716000000807;RT716000000550;;FO716000000756;2;;2022-08-29 00:00:00;;;;
716000000808;RT716000000550;;FO716000001188;3;;2022-08-29 00:00:00;;;;
716000000809;RT716000000551;;FO716000000757;1;;2022-08-29 00:00:00;;;;
716000000810;RT716000000551;;FO716000001189;2;;2022-08-29 00:00:00;;;;
716000000811;RT716000000552;;FO716000001190;1;;2022-08-29 00:00:00;;;;
716000000812;RT716000000552;;FO716000000758;2;;2022-08-29 00:00:00;;;;
716000000813;RT716000000553;;FO716000001191;1;;2022-08-29 00:00:00;;;;
716000000814;RT716000000553;;FO716000000759;2;;2022-08-29 00:00:00;;;;
716000000815;RT716000000554;;FO716000001192;1;;2022-08-29 00:00:00;;;;
716000000816;RT716000000554;;FO716000000760;2;;2022-08-29 00:00:00;;;;
716000000817;RT716000000555;;FO716000000761;1;;2022-08-29 00:00:00;;;;
716000000818;RT716000000555;;FO716000001193;2;;2022-08-29 00:00:00;;;;
716000000819;RT716000000556;;FO716000001194;1;;2022-08-29 00:00:00;;;;
716000000820;RT716000000556;;FO716000000762;2;;2022-08-29 00:00:00;;;;
716000000821;RT716000000557;;FO716000000763;1;;2022-08-29 00:00:00;;;;
716000000822;RT716000000557;;FO716000001195;2;;2022-08-29 00:00:00;;;;
716000000823;RT716000000558;;FO716000001196;1;;2022-08-29 00:00:00;;;;
716000000824;RT716000000558;;FO716000000764;2;;2022-08-29 00:00:00;;;;
716000000825;RT716000000559;;FO716000000765;1;;2022-08-29 00:00:00;;;;
716000000826;RT716000000559;;FO716000001197;2;;2022-08-29 00:00:00;;;;
716000000827;RT716000000560;;FO716000000766;1;;2022-08-29 00:00:00;;;;
716000000828;RT716000000560;;FO716000001198;2;;2022-08-29 00:00:00;;;;
716000000829;RT716000000561;;FO716000001199;1;;2022-08-29 00:00:00;;;;
716000000830;RT716000000561;;FO716000000767;2;;2022-08-29 00:00:00;;;;
716000000831;RT716000000562;;FO716000001200;1;;2022-08-29 00:00:00;;;;
716000000832;RT716000000562;;FO716000000768;2;;2022-08-29 00:00:00;;;;
716000000833;RT716000000563;;FO716000001201;1;;2022-08-29 00:00:00;;;;
716000000834;RT716000000563;;FO716000000769;2;;2022-08-29 00:00:00;;;;
716000000835;RT716000000564;;FO716000000770;1;;2022-08-29 00:00:00;;;;
716000000836;RT716000000564;;FO716000001202;2;;2022-08-29 00:00:00;;;;
716000000837;RT716000000565;;FO716000000771;1;;2022-08-29 00:00:00;;;;
716000000838;RT716000000565;;FO716000001203;2;;2022-08-29 00:00:00;;;;
716000000839;RT716000000566;;FO716000000772;1;;2022-08-29 00:00:00;;;;
716000000840;RT716000000566;;FO716000001204;2;;2022-08-29 00:00:00;;;;
716000000841;RT716000000567;;FO716000000773;1;;2022-08-29 00:00:00;;;;
716000000842;RT716000000567;;FO716000001205;2;;2022-08-29 00:00:00;;;;
716000000843;RT716000000568;;FO716000000774;1;;2022-08-29 00:00:00;;;;
716000000844;RT716000000568;;FO716000001206;2;;2022-08-29 00:00:00;;;;
716000000845;RT716000000569;;FO716000001207;1;;2022-08-29 00:00:00;;;;
716000000846;RT716000000569;;FO716000000775;2;;2022-08-29 00:00:00;;;;
716000000847;RT716000000570;;FO716000000776;1;;2022-08-29 00:00:00;;;;
716000000848;RT716000000570;;FO716000001208;2;;2022-08-29 00:00:00;;;;
716000000849;RT716000000571;;FO716000000777;1;;2022-08-29 00:00:00;;;;
716000000850;RT716000000571;;FO716000001209;2;;2022-08-29 00:00:00;;;;
716000000851;RT716000000572;;FO716000001210;1;;2022-08-29 00:00:00;;;;
716000000852;RT716000000572;;FO716000000778;2;;2022-08-29 00:00:00;;;;
716000000853;RT716000000573;;FO716000000779;1;;2022-08-29 00:00:00;;;;
716000000854;RT716000000573;;FO716000001211;2;;2022-08-29 00:00:00;;;;
716000000855;RT716000000574;;FO716000001212;1;;2022-08-29 00:00:00;;;;
716000000856;RT716000000574;;FO716000000780;2;;2022-08-29 00:00:00;;;;
716000000857;RT716000000575;;FO716000001357;1;;2022-08-29 00:00:00;;;;
716000000858;RT716000000575;;FO716000001405;2;;2022-08-29 00:00:00;;;;
716000000859;RT716000000575;;FO716000001213;3;;2022-08-29 00:00:00;;;;
716000000860;RT716000000576;;FO716000001358;1;;2022-08-29 00:00:00;;;;
716000000861;RT716000000576;;FO716000001214;2;;2022-08-29 00:00:00;;;;
716000000862;RT716000000576;;FO716000001406;3;;2022-08-29 00:00:00;;;;
716000000863;RT716000000577;;FO716000001215;1;;2022-08-29 00:00:00;;;;
716000000864;RT716000000577;;FO716000001359;2;;2022-08-29 00:00:00;;;;
716000000865;RT716000000577;;FO716000001407;3;;2022-08-29 00:00:00;;;;
716000000866;RT716000000578;;FO716000001408;1;;2022-08-29 00:00:00;;;;
716000000867;RT716000000578;;FO716000001216;2;;2022-08-29 00:00:00;;;;
716000000868;RT716000000578;;FO716000001360;3;;2022-08-29 00:00:00;;;;
716000000869;RT716000000579;;FO716000001409;1;;2022-08-29 00:00:00;;;;
716000000870;RT716000000579;;FO716000001361;2;;2022-08-29 00:00:00;;;;
716000000871;RT716000000579;;FO716000001217;3;;2022-08-29 00:00:00;;;;
716000000872;RT716000000580;;FO716000001410;1;;2022-08-29 00:00:00;;;;
716000000873;RT716000000580;;FO716000001362;2;;2022-08-29 00:00:00;;;;
716000000874;RT716000000580;;FO716000001218;3;;2022-08-29 00:00:00;;;;
716000000875;RT716000000581;;FO716000001219;1;;2022-08-29 00:00:00;;;;
716000000876;RT716000000581;;FO716000001411;2;;2022-08-29 00:00:00;;;;
716000000877;RT716000000581;;FO716000001435;3;;2022-08-29 00:00:00;;;;
716000000878;RT716000000581;;FO716000001363;4;;2022-08-29 00:00:00;;;;
716000000879;RT716000000582;;FO716000001436;1;;2022-08-29 00:00:00;;;;
716000000880;RT716000000582;;FO716000001220;2;;2022-08-29 00:00:00;;;;
716000000881;RT716000000582;;FO716000001412;3;;2022-08-29 00:00:00;;;;
716000000882;RT716000000582;;FO716000001364;4;;2022-08-29 00:00:00;;;;
716000000883;RT716000000583;;FO716000001413;1;;2022-08-29 00:00:00;;;;
716000000884;RT716000000583;;FO716000001365;2;;2022-08-29 00:00:00;;;;
716000000885;RT716000000583;;FO716000001437;3;;2022-08-29 00:00:00;;;;
716000000886;RT716000000583;;FO716000001221;4;;2022-08-29 00:00:00;;;;
716000000887;RT716000000584;;FO716000001222;1;;2022-08-29 00:00:00;;;;
716000000888;RT716000000584;;FO716000001438;2;;2022-08-29 00:00:00;;;;
716000000889;RT716000000584;;FO716000001366;3;;2022-08-29 00:00:00;;;;
716000000890;RT716000000584;;FO716000001414;4;;2022-08-29 00:00:00;;;;
716000000891;RT716000000585;;FO716000001223;1;;2022-08-29 00:00:00;;;;
716000000892;RT716000000585;;FO716000001415;2;;2022-08-29 00:00:00;;;;
716000000893;RT716000000585;;FO716000001367;3;;2022-08-29 00:00:00;;;;
716000000894;RT716000000585;;FO716000001439;4;;2022-08-29 00:00:00;;;;
716000000895;RT716000000586;;FO716000001224;1;;2022-08-29 00:00:00;;;;
716000000896;RT716000000586;;FO716000001440;2;;2022-08-29 00:00:00;;;;
716000000897;RT716000000586;;FO716000001368;3;;2022-08-29 00:00:00;;;;
716000000898;RT716000000586;;FO716000001416;4;;2022-08-29 00:00:00;;;;
716000000899;RT716000000587;;FO716000001417;1;;2022-08-29 00:00:00;;;;
716000000900;RT716000000587;;FO716000001441;2;;2022-08-29 00:00:00;;;;
716000000901;RT716000000587;;FO716000001369;3;;2022-08-29 00:00:00;;;;
716000000902;RT716000000587;;FO716000001465;4;;2022-08-29 00:00:00;;;;
716000000903;RT716000000587;;FO716000001225;5;;2022-08-29 00:00:00;;;;
716000000904;RT716000000588;;FO716000001370;1;;2022-08-29 00:00:00;;;;
716000000905;RT716000000588;;FO716000001466;2;;2022-08-29 00:00:00;;;;
716000000906;RT716000000588;;FO716000001418;3;;2022-08-29 00:00:00;;;;
716000000907;RT716000000588;;FO716000001226;4;;2022-08-29 00:00:00;;;;
716000000908;RT716000000588;;FO716000001442;5;;2022-08-29 00:00:00;;;;
716000000909;RT716000000589;;FO716000001371;1;;2022-08-29 00:00:00;;;;
716000000910;RT716000000589;;FO716000001227;2;;2022-08-29 00:00:00;;;;
716000000911;RT716000000589;;FO716000001467;3;;2022-08-29 00:00:00;;;;
716000000912;RT716000000589;;FO716000001419;4;;2022-08-29 00:00:00;;;;
716000000913;RT716000000589;;FO716000001443;5;;2022-08-29 00:00:00;;;;
716000000914;RT716000000590;;FO716000001228;1;;2022-08-29 00:00:00;;;;
716000000915;RT716000000590;;FO716000001468;2;;2022-08-29 00:00:00;;;;
716000000916;RT716000000590;;FO716000001444;3;;2022-08-29 00:00:00;;;;
716000000917;RT716000000590;;FO716000001372;4;;2022-08-29 00:00:00;;;;
716000000918;RT716000000590;;FO716000001420;5;;2022-08-29 00:00:00;;;;
716000000919;RT716000000591;;FO716000001229;1;;2022-08-29 00:00:00;;;;
716000000920;RT716000000591;;FO716000001445;2;;2022-08-29 00:00:00;;;;
716000000921;RT716000000591;;FO716000001421;3;;2022-08-29 00:00:00;;;;
716000000922;RT716000000591;;FO716000001373;4;;2022-08-29 00:00:00;;;;
716000000923;RT716000000591;;FO716000001469;5;;2022-08-29 00:00:00;;;;
716000000924;RT716000000592;;FO716000001446;1;;2022-08-29 00:00:00;;;;
716000000925;RT716000000592;;FO716000001374;2;;2022-08-29 00:00:00;;;;
716000000926;RT716000000592;;FO716000001470;3;;2022-08-29 00:00:00;;;;
716000000927;RT716000000592;;FO716000001230;4;;2022-08-29 00:00:00;;;;
716000000928;RT716000000592;;FO716000001422;5;;2022-08-29 00:00:00;;;;
716000000929;RT716000000593;;FO716000001231;1;;2022-08-29 00:00:00;;;;
716000000930;RT716000000593;;FO716000001375;2;;2022-08-29 00:00:00;;;;
716000000931;RT716000000593;;FO716000001447;3;;2022-08-29 00:00:00;;;;
716000000932;RT716000000593;;FO716000001471;4;;2022-08-29 00:00:00;;;;
716000000933;RT716000000593;;FO716000001495;5;;2022-08-29 00:00:00;;;;
716000000934;RT716000000593;;FO716000001423;6;;2022-08-29 00:00:00;;;;
716000000935;RT716000000594;;FO716000001448;1;;2022-08-29 00:00:00;;;;
716000000936;RT716000000594;;FO716000001424;2;;2022-08-29 00:00:00;;;;
716000000937;RT716000000594;;FO716000001232;3;;2022-08-29 00:00:00;;;;
716000000938;RT716000000594;;FO716000001472;4;;2022-08-29 00:00:00;;;;
716000000939;RT716000000594;;FO716000001496;5;;2022-08-29 00:00:00;;;;
716000000940;RT716000000594;;FO716000001376;6;;2022-08-29 00:00:00;;;;
716000000941;RT716000000595;;FO716000001233;1;;2022-08-29 00:00:00;;;;
716000000942;RT716000000595;;FO716000001449;2;;2022-08-29 00:00:00;;;;
716000000943;RT716000000595;;FO716000001497;3;;2022-08-29 00:00:00;;;;
716000000944;RT716000000595;;FO716000001473;4;;2022-08-29 00:00:00;;;;
716000000945;RT716000000595;;FO716000001425;5;;2022-08-29 00:00:00;;;;
716000000946;RT716000000595;;FO716000001377;6;;2022-08-29 00:00:00;;;;
716000000947;RT716000000596;;FO716000001450;1;;2022-08-29 00:00:00;;;;
716000000948;RT716000000596;;FO716000001498;2;;2022-08-29 00:00:00;;;;
716000000949;RT716000000596;;FO716000001474;3;;2022-08-29 00:00:00;;;;
716000000950;RT716000000596;;FO716000001378;4;;2022-08-29 00:00:00;;;;
716000000951;RT716000000596;;FO716000001234;5;;2022-08-29 00:00:00;;;;
716000000952;RT716000000596;;FO716000001426;6;;2022-08-29 00:00:00;;;;
716000000953;RT716000000597;;FO716000001499;1;;2022-08-29 00:00:00;;;;
716000000954;RT716000000597;;FO716000001451;2;;2022-08-29 00:00:00;;;;
716000000955;RT716000000597;;FO716000001235;3;;2022-08-29 00:00:00;;;;
716000000956;RT716000000597;;FO716000001475;4;;2022-08-29 00:00:00;;;;
716000000957;RT716000000597;;FO716000001379;5;;2022-08-29 00:00:00;;;;
716000000958;RT716000000597;;FO716000001427;6;;2022-08-29 00:00:00;;;;
716000000959;RT716000000598;;FO716000001500;1;;2022-08-29 00:00:00;;;;
716000000960;RT716000000598;;FO716000001476;2;;2022-08-29 00:00:00;;;;
716000000961;RT716000000598;;FO716000001236;3;;2022-08-29 00:00:00;;;;
716000000962;RT716000000598;;FO716000001380;4;;2022-08-29 00:00:00;;;;
716000000963;RT716000000598;;FO716000001452;5;;2022-08-29 00:00:00;;;;
716000000964;RT716000000598;;FO716000001428;6;;2022-08-29 00:00:00;;;;
716000000965;RT716000000599;;FO716000001237;1;;2022-08-29 00:00:00;;;;
716000000966;RT716000000599;;FO716000001381;2;;2022-08-29 00:00:00;;;;
716000000967;RT716000000599;;FO716000001501;3;;2022-08-29 00:00:00;;;;
716000000968;RT716000000600;;FO716000001238;1;;2022-08-29 00:00:00;;;;
716000000969;RT716000000600;;FO716000001382;2;;2022-08-29 00:00:00;;;;
716000000970;RT716000000600;;FO716000001502;3;;2022-08-29 00:00:00;;;;
716000000971;RT716000000601;;FO716000001239;1;;2022-08-29 00:00:00;;;;
716000000972;RT716000000601;;FO716000001503;2;;2022-08-29 00:00:00;;;;
716000000973;RT716000000601;;FO716000001383;3;;2022-08-29 00:00:00;;;;
716000000974;RT716000000602;;FO716000001516;1;;2022-08-29 00:00:00;;;;
716000000975;RT716000000602;;FO716000001504;2;;2022-08-29 00:00:00;;;;
716000000976;RT716000000602;;FO716000001528;3;;2022-08-29 00:00:00;;;;
716000000977;RT716000000602;;FO716000001384;4;;2022-08-29 00:00:00;;;;
716000000978;RT716000000602;;FO716000001240;5;;2022-08-29 00:00:00;;;;
716000000979;RT716000000603;;FO716000001505;1;;2022-08-29 00:00:00;;;;
716000000980;RT716000000603;;FO716000001529;2;;2022-08-29 00:00:00;;;;
716000000981;RT716000000603;;FO716000001385;3;;2022-08-29 00:00:00;;;;
716000000982;RT716000000603;;FO716000001517;4;;2022-08-29 00:00:00;;;;
716000000983;RT716000000603;;FO716000001241;5;;2022-08-29 00:00:00;;;;
716000000984;RT716000000604;;FO716000001518;1;;2022-08-29 00:00:00;;;;
716000000985;RT716000000604;;FO716000001242;2;;2022-08-29 00:00:00;;;;
716000000986;RT716000000604;;FO716000001530;3;;2022-08-29 00:00:00;;;;
716000000987;RT716000000604;;FO716000001506;4;;2022-08-29 00:00:00;;;;
716000000988;RT716000000604;;FO716000001386;5;;2022-08-29 00:00:00;;;;
716000000989;RT716000000605;;FO716000001507;1;;2022-08-29 00:00:00;;;;
716000000990;RT716000000605;;FO716000001387;2;;2022-08-29 00:00:00;;;;
716000000991;RT716000000605;;FO716000001519;3;;2022-08-29 00:00:00;;;;
716000000992;RT716000000605;;FO716000001243;4;;2022-08-29 00:00:00;;;;
716000000993;RT716000000606;;FO716000001508;1;;2022-08-29 00:00:00;;;;
716000000994;RT716000000606;;FO716000001520;2;;2022-08-29 00:00:00;;;;
716000000995;RT716000000606;;FO716000001244;3;;2022-08-29 00:00:00;;;;
716000000996;RT716000000606;;FO716000001388;4;;2022-08-29 00:00:00;;;;
716000000997;RT716000000607;;FO716000001245;1;;2022-08-29 00:00:00;;;;
716000000998;RT716000000607;;FO716000001509;2;;2022-08-29 00:00:00;;;;
716000000999;RT716000000607;;FO716000001521;3;;2022-08-29 00:00:00;;;;
716000001000;RT716000000607;;FO716000001389;4;;2022-08-29 00:00:00;;;;
716000001001;RT716000000608;;FO716000001522;1;;2022-08-29 00:00:00;;;;
716000001002;RT716000000608;;FO716000001510;2;;2022-08-29 00:00:00;;;;
716000001003;RT716000000608;;FO716000001390;3;;2022-08-29 00:00:00;;;;
716000001004;RT716000000608;;FO716000001246;4;;2022-08-29 00:00:00;;;;
716000001005;RT716000000609;;FO716000001511;1;;2022-08-29 00:00:00;;;;
716000001006;RT716000000609;;FO716000001523;2;;2022-08-29 00:00:00;;;;
716000001007;RT716000000609;;FO716000001247;3;;2022-08-29 00:00:00;;;;
716000001008;RT716000000609;;FO716000001391;4;;2022-08-29 00:00:00;;;;
716000001009;RT716000000610;;FO716000001392;1;;2022-08-29 00:00:00;;;;
716000001010;RT716000000610;;FO716000001524;2;;2022-08-29 00:00:00;;;;
716000001011;RT716000000610;;FO716000001512;3;;2022-08-29 00:00:00;;;;
716000001012;RT716000000610;;FO716000001248;4;;2022-08-29 00:00:00;;;;
716000001013;RT716000000611;;FO716000001393;1;;2022-08-29 00:00:00;;;;
716000001014;RT716000000611;;FO716000001537;2;;2022-08-29 00:00:00;;;;
716000001015;RT716000000611;;FO716000001249;3;;2022-08-29 00:00:00;;;;
716000001016;RT716000000612;;FO716000001250;1;;2022-08-29 00:00:00;;;;
716000001017;RT716000000612;;FO716000001394;2;;2022-08-29 00:00:00;;;;
716000001018;RT716000000612;;FO716000001538;3;;2022-08-29 00:00:00;;;;
716000001019;RT716000000613;;FO716000001539;1;;2022-08-29 00:00:00;;;;
716000001020;RT716000000613;;FO716000001395;2;;2022-08-29 00:00:00;;;;
716000001021;RT716000000613;;FO716000001251;3;;2022-08-29 00:00:00;;;;
716000001022;RT716000000614;;FO716000001396;1;;2022-08-29 00:00:00;;;;
716000001023;RT716000000614;;FO716000001540;2;;2022-08-29 00:00:00;;;;
716000001024;RT716000000614;;FO716000001252;3;;2022-08-29 00:00:00;;;;
716000001025;RT716000000615;;FO716000001397;1;;2022-08-29 00:00:00;;;;
716000001026;RT716000000615;;FO716000001253;2;;2022-08-29 00:00:00;;;;
716000001027;RT716000000615;;FO716000001541;3;;2022-08-29 00:00:00;;;;
716000001028;RT716000000616;;FO716000001542;1;;2022-08-29 00:00:00;;;;
716000001029;RT716000000616;;FO716000001398;2;;2022-08-29 00:00:00;;;;
716000001030;RT716000000616;;FO716000001254;3;;2022-08-29 00:00:00;;;;
716000001031;RT716000000617;;FO716000001399;1;;2022-08-29 00:00:00;;;;
716000001032;RT716000000617;;FO716000001543;2;;2022-08-29 00:00:00;;;;
716000001033;RT716000000617;;FO716000001255;3;;2022-08-29 00:00:00;;;;
716000001034;RT716000000617;;FO716000001555;4;;2022-08-29 00:00:00;;;;
716000001035;RT716000000618;;FO716000001400;1;;2022-08-29 00:00:00;;;;
716000001036;RT716000000618;;FO716000001544;2;;2022-08-29 00:00:00;;;;
716000001037;RT716000000618;;FO716000001556;3;;2022-08-29 00:00:00;;;;
716000001038;RT716000000618;;FO716000001256;4;;2022-08-29 00:00:00;;;;
716000001039;RT716000000619;;FO716000001257;1;;2022-08-29 00:00:00;;;;
716000001040;RT716000000619;;FO716000001545;2;;2022-08-29 00:00:00;;;;
716000001041;RT716000000619;;FO716000001557;3;;2022-08-29 00:00:00;;;;
716000001042;RT716000000619;;FO716000001401;4;;2022-08-29 00:00:00;;;;
