ps_code;ps_numero;ps_1;ps_2;ps_cs_code;ps_ti_code;ps_type;ps_fonct;ps_etat;ps_preaff;ps_comment;ps_creadat;ps_majdate;ps_majsrc;ps_abddate;ps_abdsrc
PS716000001388;4;FO716000001204;;CS716000000175;;;AT;NC;;71153/USZ/PT 601512;28/07/2023 00:00;;;;
PS716000001389;5;FO716000001205;;CS716000000175;;;AT;NC;;71153/USZ/PT 601512;28/07/2023 00:00;;;;
PS716000001390;6;FO716000001206;;CS716000000175;;;AT;NC;;RESERVEE;28/07/2023 00:00;;;;
PS716000001391;1;FO716000001207;;CS716000000176;;;AT;NC;;71153/USZ/PT 601513;28/07/2023 00:00;;;;
PS716000001392;2;FO716000001208;;CS716000000176;;;AT;NC;;71153/USZ/PT 601513;28/07/2023 00:00;;;;
PS716000001393;3;FO716000001209;;CS716000000176;;;AT;NC;;71153/USZ/PT 601513;28/07/2023 00:00;;;;
PS716000001394;4;FO716000001210;;CS716000000176;;;AT;NC;;71153/USZ/PT 601513;28/07/2023 00:00;;;;
PS716000001395;5;FO716000001211;;CS716000000176;;;AT;NC;;RESERVEE;28/07/2023 00:00;;;;
PS716000001396;6;FO716000001212;;CS716000000176;;;AT;NC;;RESERVEE;28/07/2023 00:00;;;;
PS716000001397;1;FO716000001213;FO716000001357;CS716000000177;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001398;2;FO716000001214;FO716000001358;CS716000000177;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001399;3;FO716000001215;FO716000001359;CS716000000177;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001400;4;FO716000001216;FO716000001360;CS716000000177;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001401;5;FO716000001217;FO716000001361;CS716000000177;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001402;6;FO716000001218;FO716000001362;CS716000000177;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001403;1;FO716000001267;FO716000001567;CS716000000178;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001404;2;FO716000001268;FO716000001568;CS716000000178;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001405;3;FO716000001269;FO716000001569;CS716000000178;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001406;4;FO716000001270;FO716000001570;CS716000000178;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001407;5;FO716000001271;FO716000001571;CS716000000178;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001408;6;FO716000001272;FO716000001572;CS716000000178;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001409;1;FO716000001273;FO716000001573;CS716000000179;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001410;2;FO716000001274;FO716000001574;CS716000000179;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001411;3;FO716000001275;FO716000001575;CS716000000179;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001412;4;FO716000001276;FO716000001576;CS716000000179;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001413;5;FO716000001277;FO716000001577;CS716000000179;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001414;6;FO716000001278;FO716000001578;CS716000000179;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001415;1;FO716000001279;FO716000001633;CS716000000180;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001416;2;FO716000001280;FO716000001634;CS716000000180;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001417;3;FO716000001281;FO716000001635;CS716000000180;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001418;4;FO716000001282;FO716000001636;CS716000000180;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001419;5;FO716000001283;FO716000001637;CS716000000180;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001420;6;FO716000001284;FO716000001638;CS716000000180;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001421;1;FO716000001285;FO716000001639;CS716000000181;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001422;2;FO716000001286;FO716000001640;CS716000000181;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001423;3;FO716000001287;FO716000001641;CS716000000181;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001424;4;FO716000001288;FO716000001642;CS716000000181;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001425;5;FO716000001289;FO716000001643;CS716000000181;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001426;6;FO716000001290;FO716000001644;CS716000000181;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001427;1;FO716000001291;FO716000001645;CS716000000182;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001428;2;FO716000001292;FO716000001646;CS716000000182;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001429;3;FO716000001293;FO716000001647;CS716000000182;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001430;4;FO716000001294;FO716000001648;CS716000000182;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001431;5;FO716000001295;FO716000001649;CS716000000182;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001432;6;FO716000001296;FO716000001650;CS716000000182;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001433;1;FO716000001297;FO716000001651;CS716000000183;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001434;2;FO716000001298;FO716000001652;CS716000000183;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001435;3;FO716000001299;FO716000001653;CS716000000183;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001436;4;FO716000001300;FO716000001654;CS716000000183;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001437;5;FO716000001301;FO716000001655;CS716000000183;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001438;6;FO716000001302;FO716000001656;CS716000000183;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001439;1;FO716000001303;FO716000001729;CS716000000184;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001440;2;FO716000001304;FO716000001730;CS716000000184;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001441;3;FO716000001305;FO716000001731;CS716000000184;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001442;4;FO716000001306;FO716000001732;CS716000000184;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001443;5;FO716000001307;FO716000001733;CS716000000184;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001444;6;FO716000001308;FO716000001734;CS716000000184;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001445;1;FO716000001309;FO716000001735;CS716000000185;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001446;2;FO716000001310;FO716000001736;CS716000000185;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001447;3;FO716000001311;FO716000001737;CS716000000185;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001448;4;FO716000001312;FO716000001738;CS716000000185;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001449;5;FO716000001313;FO716000001739;CS716000000185;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001450;6;FO716000001314;FO716000001740;CS716000000185;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001451;1;FO716000001315;FO716000001753;CS716000000186;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001452;2;FO716000001316;FO716000001754;CS716000000186;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001453;3;FO716000001317;FO716000001755;CS716000000186;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001454;4;FO716000001318;FO716000001756;CS716000000186;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001455;5;FO716000001319;FO716000001757;CS716000000186;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001456;6;FO716000001320;FO716000001758;CS716000000186;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001457;1;FO716000001321;FO716000001759;CS716000000187;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001458;2;FO716000001322;FO716000001760;CS716000000187;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001459;3;FO716000001323;FO716000001761;CS716000000187;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001460;4;FO716000001324;FO716000001762;CS716000000187;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001461;5;FO716000001325;FO716000001763;CS716000000187;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001462;6;FO716000001326;FO716000001764;CS716000000187;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001463;1;FO716000001219;FO716000001363;CS716000000188;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001464;2;FO716000001220;FO716000001364;CS716000000188;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001465;3;FO716000001221;FO716000001365;CS716000000188;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001466;4;FO716000001222;FO716000001366;CS716000000188;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001467;5;FO716000001223;FO716000001367;CS716000000188;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001468;6;FO716000001224;FO716000001368;CS716000000188;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001469;1;FO716000001327;FO716000001777;CS716000000189;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001470;2;FO716000001328;FO716000001778;CS716000000189;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001471;3;FO716000001329;FO716000001779;CS716000000189;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001472;4;FO716000001330;FO716000001780;CS716000000189;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001473;5;FO716000001331;FO716000001781;CS716000000189;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001474;6;FO716000001332;FO716000001782;CS716000000189;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001475;1;FO716000001333;FO716000001783;CS716000000190;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001476;2;FO716000001334;FO716000001784;CS716000000190;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001477;3;FO716000001335;FO716000001785;CS716000000190;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001478;4;FO716000001336;FO716000001786;CS716000000190;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001479;5;FO716000001337;FO716000001787;CS716000000190;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001480;6;FO716000001338;FO716000001788;CS716000000190;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001481;1;FO716000001339;FO716000001801;CS716000000191;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001482;2;FO716000001340;FO716000001802;CS716000000191;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001483;3;FO716000001341;FO716000001803;CS716000000191;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001484;4;FO716000001342;FO716000001804;CS716000000191;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001485;5;FO716000001343;FO716000001805;CS716000000191;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001486;6;FO716000001344;FO716000001806;CS716000000191;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001487;1;FO716000001345;FO716000001807;CS716000000192;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001488;2;FO716000001346;FO716000001808;CS716000000192;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001489;3;FO716000001347;FO716000001809;CS716000000192;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001490;4;FO716000001348;FO716000001810;CS716000000192;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001491;5;FO716000001349;FO716000001811;CS716000000192;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001492;6;FO716000001350;FO716000001812;CS716000000192;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001493;1;FO716000001351;FO716000001813;CS716000000193;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001494;2;FO716000001352;FO716000001814;CS716000000193;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001495;3;FO716000001353;FO716000001815;CS716000000193;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001496;4;FO716000001354;FO716000001816;CS716000000193;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001497;5;FO716000001355;FO716000001817;CS716000000193;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001498;6;FO716000001356;FO716000001818;CS716000000193;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001499;1;FO716000001225;FO716000001369;CS716000000194;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001500;2;FO716000001226;FO716000001370;CS716000000194;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001501;3;FO716000001227;FO716000001371;CS716000000194;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001502;4;FO716000001228;FO716000001372;CS716000000194;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001503;5;FO716000001229;FO716000001373;CS716000000194;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001504;6;FO716000001230;FO716000001374;CS716000000194;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001505;1;FO716000001231;FO716000001375;CS716000000195;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001506;2;FO716000001232;FO716000001376;CS716000000195;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001507;3;FO716000001233;FO716000001377;CS716000000195;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001508;4;FO716000001234;FO716000001378;CS716000000195;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001509;5;FO716000001235;FO716000001379;CS716000000195;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001510;6;FO716000001236;FO716000001380;CS716000000195;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001511;1;FO716000001237;FO716000001381;CS716000000196;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001512;2;FO716000001238;FO716000001382;CS716000000196;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001513;3;FO716000001239;FO716000001383;CS716000000196;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001514;4;FO716000001240;FO716000001384;CS716000000196;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001515;5;FO716000001241;FO716000001385;CS716000000196;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001516;6;FO716000001242;FO716000001386;CS716000000196;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001517;1;FO716000001243;FO716000001387;CS716000000197;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001518;2;FO716000001244;FO716000001388;CS716000000197;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001519;3;FO716000001245;FO716000001389;CS716000000197;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001520;4;FO716000001246;FO716000001390;CS716000000197;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001521;5;FO716000001247;FO716000001391;CS716000000197;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001522;6;FO716000001248;FO716000001392;CS716000000197;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001523;1;FO716000001249;FO716000001393;CS716000000198;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001524;2;FO716000001250;FO716000001394;CS716000000198;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001525;3;FO716000001251;FO716000001395;CS716000000198;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001526;4;FO716000001252;FO716000001396;CS716000000198;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001527;5;FO716000001253;FO716000001397;CS716000000198;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001528;6;FO716000001254;FO716000001398;CS716000000198;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001529;1;FO716000001255;FO716000001399;CS716000000199;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001530;2;FO716000001256;FO716000001400;CS716000000199;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001531;3;FO716000001257;FO716000001401;CS716000000199;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001532;4;FO716000001258;FO716000001402;CS716000000199;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001533;5;FO716000001259;FO716000001403;CS716000000199;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001534;6;FO716000001260;FO716000001404;CS716000000199;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001535;1;FO716000001261;FO716000001561;CS716000000200;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001536;2;FO716000001262;FO716000001562;CS716000000200;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001537;3;FO716000001263;FO716000001563;CS716000000200;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001538;4;FO716000001264;FO716000001564;CS716000000200;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001539;5;FO716000001265;FO716000001565;CS716000000200;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001540;6;FO716000001266;FO716000001566;CS716000000200;;;EP;NC;;71153/USZ/PT 601514;28/07/2023 00:00;;;;
PS716000001541;1;FO716000001357;FO716000001405;CS716000000201;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001542;2;FO716000001358;FO716000001406;CS716000000201;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001543;3;FO716000001359;FO716000001407;CS716000000201;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001544;4;FO716000001360;FO716000001408;CS716000000201;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001545;5;FO716000001361;FO716000001409;CS716000000201;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001546;6;FO716000001362;FO716000001410;CS716000000201;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001547;1;FO716000001363;FO716000001411;CS716000000202;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001548;2;FO716000001364;FO716000001412;CS716000000202;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001549;3;FO716000001365;FO716000001413;CS716000000202;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001550;4;FO716000001366;FO716000001414;CS716000000202;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001551;5;FO716000001367;FO716000001415;CS716000000202;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001552;6;FO716000001368;FO716000001416;CS716000000202;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001553;1;FO716000001369;FO716000001417;CS716000000203;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001554;2;FO716000001370;FO716000001418;CS716000000203;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001555;3;FO716000001371;FO716000001419;CS716000000203;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001556;4;FO716000001372;FO716000001420;CS716000000203;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001557;5;FO716000001373;FO716000001421;CS716000000203;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001558;6;FO716000001374;FO716000001422;CS716000000203;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001559;1;FO716000001375;FO716000001423;CS716000000204;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001560;2;FO716000001376;FO716000001424;CS716000000204;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001561;3;FO716000001377;FO716000001425;CS716000000204;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001562;4;FO716000001378;FO716000001426;CS716000000204;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001563;5;FO716000001379;FO716000001427;CS716000000204;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001564;6;FO716000001380;FO716000001428;CS716000000204;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001565;1;FO716000001381;FO716000001501;CS716000000205;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001566;2;FO716000001382;FO716000001502;CS716000000205;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001567;3;FO716000001383;FO716000001503;CS716000000205;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001568;4;FO716000001384;FO716000001504;CS716000000205;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001569;5;FO716000001385;FO716000001505;CS716000000205;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001570;6;FO716000001386;FO716000001506;CS716000000205;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001571;1;FO716000001387;FO716000001507;CS716000000206;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001572;2;FO716000001388;FO716000001508;CS716000000206;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001573;3;FO716000001389;FO716000001509;CS716000000206;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001574;4;FO716000001390;FO716000001510;CS716000000206;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001575;5;FO716000001391;FO716000001511;CS716000000206;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001576;6;FO716000001392;FO716000001512;CS716000000206;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001577;1;FO716000001393;FO716000001537;CS716000000207;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001578;2;FO716000001394;FO716000001538;CS716000000207;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001579;3;FO716000001395;FO716000001539;CS716000000207;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001580;4;FO716000001396;FO716000001540;CS716000000207;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001581;5;FO716000001397;FO716000001541;CS716000000207;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001582;6;FO716000001398;FO716000001542;CS716000000207;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001583;1;FO716000001399;FO716000001543;CS716000000208;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001584;2;FO716000001400;FO716000001544;CS716000000208;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001585;3;FO716000001401;FO716000001545;CS716000000208;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001586;4;FO716000001402;FO716000001546;CS716000000208;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001587;5;FO716000001403;FO716000001547;CS716000000208;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001588;6;FO716000001404;FO716000001548;CS716000000208;;;EP;NC;;71153/USZ/PT 601515;28/07/2023 00:00;;;;
PS716000001589;1;FO716000001405;;CS716000000209;;;AT;NC;;71153/USZ/PT 601516;28/07/2023 00:00;;;;
PS716000001590;2;FO716000001406;;CS716000000209;;;AT;NC;;71153/USZ/PT 601516;28/07/2023 00:00;;;;
PS716000001591;3;FO716000001407;;CS716000000209;;;AT;NC;;71153/USZ/PT 601516;28/07/2023 00:00;;;;
PS716000001592;4;FO716000001408;;CS716000000209;;;AT;NC;;71153/USZ/PT 601516;28/07/2023 00:00;;;;
PS716000001593;5;FO716000001409;;CS716000000209;;;AT;NC;;RESERVEE;28/07/2023 00:00;;;;
PS716000001594;6;FO716000001410;;CS716000000209;;;AT;NC;;RESERVEE;28/07/2023 00:00;;;;
PS716000001595;1;FO716000001411;FO716000001435;CS716000000210;;;PA;NC;;71153/USZ/PT 601516;28/07/2023 00:00;;;;
PS716000001596;2;FO716000001412;FO716000001436;CS716000000210;;;PA;NC;;71153/USZ/PT 601516;28/07/2023 00:00;;;;
